OBJECTID,src_SA2_MAIN16,nbr_SA2_MAIN16,src_SA2_5DIG16,nbr_SA2_5DIG16,src_SA2_NAME16,nbr_SA2_NAME16,LENGTH,NODE_COUNT
5339,601061035,603031074,61035,61074,Sorell - Richmond,Triabunna - Bicheno,33.736366905066141,0
5340,602011036,602011040,61036,61040,Invermay,Mowbray,3.501913603803985,0
5341,602011037,602011042,61037,61042,Kings Meadows - Punchbowl,Newstead,1.086988736812702,0
5342,602011037,602011043,61037,61043,Kings Meadows - Punchbowl,Norwood (Tas.),4.620776302416967,0
5343,602011037,602011047,61037,61047,Kings Meadows - Punchbowl,South Launceston,2.852708923081703,0
5344,602011037,602011048,61037,61048,Kings Meadows - Punchbowl,Summerhill - Prospect,2.474488677989474,0
5345,602011037,602011052,61037,61052,Kings Meadows - Punchbowl,Youngtown - Relbia,4.431118064470970,0
5346,602011038,602011042,61038,61042,Launceston,Newstead,4.683812567341144,0
5347,602011038,602011047,61038,61047,Launceston,South Launceston,1.540501038533728,0
5348,602011038,602011051,61038,61051,Launceston,West Launceston,2.340488836659496,0
5349,602011039,602011046,61039,61046,Legana,Riverside,12.683619526478209,0
5350,602011039,602021055,61039,61055,Legana,Grindelwald - Lanena,9.450650764170476,0
5351,602011040,602011041,61040,61041,Mowbray,Newnham - Mayfield,8.910918675528150,0
5352,602011040,602011045,61040,61045,Mowbray,Ravenswood,3.488823105016030,0
5353,602011041,602011045,61041,61045,Newnham - Mayfield,Ravenswood,2.585174161574108,0
5354,602011041,602031058,61041,61058,Newnham - Mayfield,Dilston - Lilydale,18.424442783435428,0
5355,602011042,602011043,61042,61043,Newstead,Norwood (Tas.),1.987646468860467,0
5356,602011042,602011047,61042,61047,Newstead,South Launceston,1.900021419862430,0
5357,602011042,602011050,61042,61050,Newstead,Waverley - St Leonards,1.771464572208008,0
5358,602011043,602011050,61043,61050,Norwood (Tas.),Waverley - St Leonards,4.783991988829024,0
5359,602011043,602011052,61043,61052,Norwood (Tas.),Youngtown - Relbia,3.222791184171400,0
5360,602011044,602011046,61044,61046,Prospect Vale - Blackstone,Riverside,2.803558373727652,0
5361,602011044,602011048,61044,61048,Prospect Vale - Blackstone,Summerhill - Prospect,8.016381422158043,0
5362,602011044,602011049,61044,61049,Prospect Vale - Blackstone,Trevallyn,4.004102637068509,0
5363,602011044,602021056,61044,61056,Prospect Vale - Blackstone,Hadspen - Carrick,10.742318636871643,0
5364,602011044,602031060,61044,61060,Prospect Vale - Blackstone,Longford,2.056261853505307,0
5365,602011045,602011050,61045,61050,Ravenswood,Waverley - St Leonards,7.646031383005975,0
5366,602011045,602031058,61045,61058,Ravenswood,Dilston - Lilydale,1.086663107811854,0
5367,602011046,602011049,61046,61049,Riverside,Trevallyn,5.636440498912375,0
5368,602011046,602021055,61046,61055,Riverside,Grindelwald - Lanena,7.492334000285175,0
5369,602011046,602021056,61046,61056,Riverside,Hadspen - Carrick,14.837219317746285,0
5370,602011046,602021057,61046,61057,Riverside,Westbury,0.065389573025497,0
5371,602011047,602011048,61047,61048,South Launceston,Summerhill - Prospect,0.418908764642161,0
5372,602011047,602011051,61047,61051,South Launceston,West Launceston,3.356784951450454,0
5373,602011048,602011049,61048,61049,Summerhill - Prospect,Trevallyn,1.193642592784475,0
5374,602011048,602011051,61048,61051,Summerhill - Prospect,West Launceston,4.950485763962875,0
5375,602011048,602011052,61048,61052,Summerhill - Prospect,Youngtown - Relbia,2.092981776409229,0
5376,602011048,602031060,61048,61060,Summerhill - Prospect,Longford,1.144853172871166,0
5377,602011048,602031062,61048,61062,Summerhill - Prospect,Perth - Evandale,3.947901158894233,0
5378,602011049,602011051,61049,61051,Trevallyn,West Launceston,3.907633132649020,0
5379,602011050,602011052,61050,61052,Waverley - St Leonards,Youngtown - Relbia,7.876086769148768,0
5380,602011050,602031058,61050,61058,Waverley - St Leonards,Dilston - Lilydale,35.138073015999716,0
5381,602011052,602031058,61052,61058,Youngtown - Relbia,Dilston - Lilydale,0.016599832266759,0
5382,602011052,602031062,61052,61062,Youngtown - Relbia,Perth - Evandale,8.405411507579700,0
5383,602021053,602021055,61053,61055,Beauty Point - Beaconsfield,Grindelwald - Lanena,36.370885907472342,0
5384,602021053,604021089,61053,61089,Beauty Point - Beaconsfield,Port Sorell,28.013999464842236,0
5385,602021054,602021055,61054,61055,Deloraine,Grindelwald - Lanena,14.522614425237572,0
5386,602021054,602021057,61054,61057,Deloraine,Westbury,77.343750803887133,0
5387,602021054,603011065,61054,61065,Deloraine,Central Highlands,122.039297822604060,0
5388,602021054,604021087,61054,61087,Deloraine,Latrobe,24.394713292563189,0
5389,602021054,604021089,61054,61089,Deloraine,Port Sorell,4.808612797793966,0
5390,602021054,604021091,61054,61091,Deloraine,Sheffield - Railton,121.433339362849840,0
5391,602021054,604031097,61054,61097,Deloraine,West Coast (Tas.),34.068038672652932,0
5392,602021055,602021057,61055,61057,Grindelwald - Lanena,Westbury,36.173080215781575,0
5393,602021055,604021089,61055,61089,Grindelwald - Lanena,Port Sorell,11.484770019603694,0
5394,602021056,602021057,61056,61057,Hadspen - Carrick,Westbury,41.851783933769660,0
5395,602021056,602031060,61056,61060,Hadspen - Carrick,Longford,32.094139227431576,0
5396,602021057,602031060,61057,61060,Westbury,Longford,7.455539343610316,0
5397,602021057,602031061,61057,61061,Westbury,Northern Midlands,30.684258348881382,0
5398,602021057,603011065,61057,61065,Westbury,Central Highlands,27.848255094096604,0
5399,602031058,602031059,61058,61059,Dilston - Lilydale,George Town,59.518046513276104,0
5400,602031058,602031061,61058,61061,Dilston - Lilydale,Northern Midlands,39.415596765299576,0
5401,602031058,602031062,61058,61062,Dilston - Lilydale,Perth - Evandale,37.278679087418816,0
5402,602031058,602031064,61058,61064,Dilston - Lilydale,St Helens - Scamander,24.298423486831350,0
5403,602031058,602031100,61058,61100,Dilston - Lilydale,Scottsdale - Bridport,86.100683350861587,0
5404,602031059,602031100,61059,61100,George Town,Scottsdale - Bridport,26.092280252065795,0
5405,602031060,602031061,61060,61061,Longford,Northern Midlands,47.987243993200302,0
5406,602031060,602031062,61060,61062,Longford,Perth - Evandale,40.707818189965884,0
5407,602031061,602031062,61061,61062,Northern Midlands,Perth - Evandale,36.794738788001382,0
5408,602031061,602031064,61061,61064,Northern Midlands,St Helens - Scamander,155.022212030605660,0
5409,602031061,603011065,61061,61065,Northern Midlands,Central Highlands,109.448807014688550,0
5410,602031061,603011067,61061,61067,Northern Midlands,Southern Midlands,84.331897651308523,0
5411,602031061,603031074,61061,61074,Northern Midlands,Triabunna - Bicheno,84.984951974225112,0
5412,602031064,602031100,61064,61100,St Helens - Scamander,Scottsdale - Bridport,134.563938791307750,0
5413,602031064,603031074,61064,61074,St Helens - Scamander,Triabunna - Bicheno,26.209284131537064,0
5414,603011065,603011066,61065,61066,Central Highlands,Derwent Valley,98.466711642051848,0
5415,603011065,603011067,61065,61067,Central Highlands,Southern Midlands,119.792482964979940,0
5416,603011065,603011068,61065,61068,Central Highlands,Wilderness - East,211.605288318147790,0
5417,603011065,604031097,61065,61097,Central Highlands,West Coast (Tas.),9.139827772152009,0
5418,603011066,603011067,61066,61067,Derwent Valley,Southern Midlands,14.817924703960557,0
5419,603011066,603011068,61066,61068,Derwent Valley,Wilderness - East,63.194670651830819,0
5420,603011066,603021072,61066,61072,Derwent Valley,Huonville - Franklin,84.595749880394962,0
5421,603011067,603031074,61067,61074,Southern Midlands,Triabunna - Bicheno,102.909845500575730,0
5422,603011068,603021071,61068,61071,Wilderness - East,Geeveston - Dover,131.815570604147240,0
5423,603011068,603021072,61068,61072,Wilderness - East,Huonville - Franklin,42.813022807124753,0
5424,603011068,604031097,61068,61097,Wilderness - East,West Coast (Tas.),4.030531061769140,0
5425,603011068,604031098,61068,61098,Wilderness - East,Wilderness - West,202.406169375184870,0
5426,603021069,603021070,61069,61070,Bruny Island - Kettering,Cygnet,35.838256161877901,0
5427,603021070,603021072,61070,61072,Cygnet,Huonville - Franklin,20.329974656564293,0
5428,603021071,603021072,61071,61072,Geeveston - Dover,Huonville - Franklin,36.362103884678348,0
5429,604011075,604011077,61075,61077,Acton - Upper Burnie,Burnie - Wivenhoe,4.068264058552722,0
5430,604011075,604011078,61075,61078,Acton - Upper Burnie,Parklands - Camdale,2.091267813743615,0
5431,604011075,604011080,61075,61080,Acton - Upper Burnie,Romaine - Havenview,3.081968393402639,0
5432,604011076,604011077,61076,61077,Burnie - Ulverstone Region,Burnie - Wivenhoe,7.628506257634446,0
5433,604011076,604011078,61076,61078,Burnie - Ulverstone Region,Parklands - Camdale,7.636033518833146,0
5434,604011076,604011079,61076,61079,Burnie - Ulverstone Region,Penguin - Sulphur Creek,26.007860828552122,0
5435,604011076,604011080,61076,61080,Burnie - Ulverstone Region,Romaine - Havenview,18.145430379670916,0
5436,604011076,604011081,61076,61081,Burnie - Ulverstone Region,Somerset,4.461384313068909,0
5437,604011076,604011082,61076,61082,Burnie - Ulverstone Region,Ulverstone,14.666717168023764,0
5438,604011076,604011083,61076,61083,Burnie - Ulverstone Region,West Ulverstone,8.548886843310388,0
5439,604011076,604021091,61076,61091,Burnie - Ulverstone Region,Sheffield - Railton,93.826927800714500,0
5440,604011076,604021092,61076,61092,Burnie - Ulverstone Region,Turners Beach - Forth,19.298277038531666,0
5441,604011076,604031096,61076,61096,Burnie - Ulverstone Region,Waratah,96.709157573671916,0
5442,604011077,604011078,61077,61078,Burnie - Wivenhoe,Parklands - Camdale,3.616851006894579,0
5443,604011077,604011080,61077,61080,Burnie - Wivenhoe,Romaine - Havenview,3.339880199014281,0
5444,604011078,604011080,61078,61080,Parklands - Camdale,Romaine - Havenview,0.147616556930687,0
5445,604011078,604011081,61078,61081,Parklands - Camdale,Somerset,5.174018222653541,0
5446,604011079,604011083,61079,61083,Penguin - Sulphur Creek,West Ulverstone,13.220564585574483,0
5447,604011081,604011084,61081,61084,Somerset,Wynyard,6.976867773786496,0
5448,604011081,604031096,61081,61096,Somerset,Waratah,16.801366269579947,0
5449,604011082,604021092,61082,61092,Ulverstone,Turners Beach - Forth,7.939174969026274,0
5450,604011084,604031096,61084,61096,Wynyard,Waratah,51.160118252188653,0
5451,604021085,604021088,61085,61088,Devonport,Miandetta - Don,7.171428102150640,0
5452,604021086,604021087,61086,61087,East Devonport,Latrobe,4.108727156064494,0
5453,604021086,604021089,61086,61089,East Devonport,Port Sorell,4.609766270987517,0
5454,604021087,604021089,61087,61089,Latrobe,Port Sorell,51.872039422632731,0
5455,604021087,604021090,61087,61090,Latrobe,Quoiba - Spreyton,4.711822184230686,0
5456,604021087,604021091,61087,61091,Latrobe,Sheffield - Railton,32.761480233001379,0
5457,604021088,604021090,61088,61090,Miandetta - Don,Quoiba - Spreyton,10.165402797962784,0
5458,604021088,604021092,61088,61092,Miandetta - Don,Turners Beach - Forth,15.165592875851194,0
5459,604021090,604021091,61090,61091,Quoiba - Spreyton,Sheffield - Railton,5.471474171811793,0
5460,604021090,604021092,61090,61092,Quoiba - Spreyton,Turners Beach - Forth,7.810359226621411,0
5461,604021091,604021092,61091,61092,Sheffield - Railton,Turners Beach - Forth,18.626179840002727,0
5462,604021091,604031096,61091,61096,Sheffield - Railton,Waratah,13.150445695986777,0
5463,604021091,604031097,61091,61097,Sheffield - Railton,West Coast (Tas.),15.723862503665174,0
5464,604031094,604031095,61094,61095,North West,Smithton,79.419443942852254,0
5465,604031094,604031096,61094,61096,North West,Waratah,114.019958240621430,0
5466,604031096,604031097,61096,61097,Waratah,West Coast (Tas.),96.540510793317168,0
5467,604031097,604031098,61097,61098,West Coast (Tas.),Wilderness - West,132.081664808241900,0
5468,701011001,701011006,71001,71006,Darwin Airport,Ludmilla - The Narrows,3.823801774976015,0
5469,701011001,701011009,71001,71009,Darwin Airport,Woolner - Bayview - Winnellie,4.448098493738646,0
5470,701011001,701021012,71001,71012,Darwin Airport,Berrimah,2.176162110535855,0
5471,701011001,701021016,71001,71016,Darwin Airport,Coconut Grove,0.489559235251324,0
5472,701011001,701021022,71001,71022,Darwin Airport,Malak - Marrara,4.759781557171903,0
5473,701011001,701021023,71001,71023,Darwin Airport,Millner,1.787520691430758,0
5474,701011002,701011004,71002,71004,Darwin City,Fannie Bay - The Gardens,0.905064252854197,0
5475,701011002,701011005,71002,71005,Darwin City,Larrakeyah,0.810036979025177,0
5476,701011002,701011008,71002,71008,Darwin City,Stuart Park,1.458490710689889,0
5477,701011003,701011004,71003,71004,East Point,Fannie Bay - The Gardens,1.335149572969499,0
5478,701011003,701011006,71003,71006,East Point,Ludmilla - The Narrows,2.433421311453195,0
5479,701011004,701011005,71004,71005,Fannie Bay - The Gardens,Larrakeyah,1.637789248661073,0
5480,701011004,701011006,71004,71006,Fannie Bay - The Gardens,Ludmilla - The Narrows,1.658906524213767,0
5481,701011004,701011007,71004,71007,Fannie Bay - The Gardens,Parap,3.468358836254412,0
5482,701011004,701011008,71004,71008,Fannie Bay - The Gardens,Stuart Park,1.281062698173804,0
5483,701011006,701011007,71006,71007,Ludmilla - The Narrows,Parap,1.044016997187147,0
5484,701011006,701011009,71006,71009,Ludmilla - The Narrows,Woolner - Bayview - Winnellie,1.789456114699270,0
5485,701011006,701021016,71006,71016,Ludmilla - The Narrows,Coconut Grove,1.149052028145558,0
5486,701011007,701011008,71007,71008,Parap,Stuart Park,0.259421195185218,0
5487,701011007,701011009,71007,71009,Parap,Woolner - Bayview - Winnellie,1.863933121000450,0
5488,701011008,701011009,71008,71009,Stuart Park,Woolner - Bayview - Winnellie,1.471738051426214,0
5489,701011009,701021012,71009,71012,Woolner - Bayview - Winnellie,Berrimah,2.058602679237284,0
5490,701011009,701021015,71009,71015,Woolner - Bayview - Winnellie,Charles Darwin,5.704929201049348,0
5491,701021010,701021013,71010,71013,Alawa,Brinkin - Nakara,2.112010071756203,0
5492,701021010,701021018,71010,71018,Alawa,Jingili,1.152502296649149,0
5493,701021010,701021024,71010,71024,Alawa,Moil,0.344649195980120,0
5494,701021010,701021026,71010,71026,Alawa,Rapid Creek,1.217778525133596,0
5495,701021010,701021028,71010,71028,Alawa,Wagaman,0.534449586126852,0
5496,701021011,701021022,71011,71022,Anula,Malak - Marrara,2.491259989756635,0
5497,701021011,701021024,71011,71024,Anula,Moil,1.074747027030518,0
5498,701021011,701021028,71011,71028,Anula,Wagaman,0.233712494730900,0
5499,701021011,701021030,71011,71030,Anula,Wulagi,1.111091092142738,0
5500,701021012,701021014,71012,71014,Berrimah,Buffalo Creek,2.541892202102026,0
5501,701021012,701021015,71012,71015,Berrimah,Charles Darwin,3.265876412832448,0
5502,701021012,701021017,71012,71017,Berrimah,East Arm,2.808817743661643,0
5503,701021012,701021019,71012,71019,Berrimah,Karama,0.454234144568098,0
5504,701021012,701021022,71012,71022,Berrimah,Malak - Marrara,2.107390928260501,0
5505,701021012,701031031,71012,71031,Berrimah,Howard Springs,3.984717240340041,0
5506,701021012,701031033,71012,71033,Berrimah,Koolpinyah,6.115687538809339,0
5507,701021012,701041038,71012,71038,Berrimah,Durack - Marlow Lagoon,1.638569658764312,0
5508,701021013,701021026,71013,71026,Brinkin - Nakara,Rapid Creek,1.025579195589167,0
5509,701021013,701021027,71013,71027,Brinkin - Nakara,Tiwi,1.963971205378188,0
5510,701021013,701021028,71013,71028,Brinkin - Nakara,Wagaman,0.444294998307679,0
5511,701021013,701021029,71013,71029,Brinkin - Nakara,Wanguri,1.091411984016343,0
5512,701021014,701021019,71014,71019,Buffalo Creek,Karama,2.842133065257263,0
5513,701021014,701021020,71014,71020,Buffalo Creek,Leanyer,2.645757771814386,0
5514,701021014,701021021,71014,71021,Buffalo Creek,Lyons (NT),3.960411427759185,0
5515,701021014,701021022,71014,71022,Buffalo Creek,Malak - Marrara,0.963237250598431,0
5516,701021014,701021030,71014,71030,Buffalo Creek,Wulagi,0.130658711950162,0
5517,701021014,701031033,71014,71033,Buffalo Creek,Koolpinyah,6.811645416640223,0
5518,701021015,701021017,71015,71017,Charles Darwin,East Arm,1.956677496731865,0
5519,701021016,701021023,71016,71023,Coconut Grove,Millner,1.012055516371779,0
5520,701021016,701021025,71016,71025,Coconut Grove,Nightcliff,1.057594844197738,0
5521,701021016,701021026,71016,71026,Coconut Grove,Rapid Creek,0.135819811910043,0
5522,701021017,701041038,71017,71038,East Arm,Durack - Marlow Lagoon,6.733139131885709,0
5523,701021018,701021022,71018,71022,Jingili,Malak - Marrara,0.687100549549705,0
5524,701021018,701021023,71018,71023,Jingili,Millner,1.387424990012407,0
5525,701021018,701021024,71018,71024,Jingili,Moil,1.429513049454140,0
5526,701021018,701021026,71018,71026,Jingili,Rapid Creek,0.096133274371423,0
5527,701021019,701021022,71019,71022,Karama,Malak - Marrara,2.753669906135915,0
5528,701021020,701021021,71020,71021,Leanyer,Lyons (NT),1.039035472719788,0
5529,701021020,701021028,71020,71028,Leanyer,Wagaman,0.000000000000000,1
5530,701021020,701021029,71020,71029,Leanyer,Wanguri,1.227975871115197,0
5531,701021020,701021030,71020,71030,Leanyer,Wulagi,1.682780981629559,0
5532,701021021,701021027,71021,71027,Lyons (NT),Tiwi,2.901535340378546,0
5533,701021021,701021029,71021,71029,Lyons (NT),Wanguri,0.728920161945267,0
5534,701021022,701021023,71022,71023,Malak - Marrara,Millner,0.063270181352785,0
5535,701021022,701021024,71022,71024,Malak - Marrara,Moil,0.546499798727692,0
5536,701021022,701021030,71022,71030,Malak - Marrara,Wulagi,1.082248538363208,0
5537,701021023,701021026,71023,71026,Millner,Rapid Creek,1.175011387840976,0
5538,701021024,701021028,71024,71028,Moil,Wagaman,0.987298008864181,0
5539,701021025,701021026,71025,71026,Nightcliff,Rapid Creek,1.536432551216145,0
5540,701021027,701021029,71027,71029,Tiwi,Wanguri,0.522695265911269,0
5541,701021028,701021029,71028,71029,Wagaman,Wanguri,0.681894777841132,0
5542,701021028,701021030,71028,71030,Wagaman,Wulagi,0.873734011435384,0
5543,701021029,701021030,71029,71030,Wanguri,Wulagi,0.000000000000000,1
5544,701031031,701031032,71031,71032,Howard Springs,Humpty Doo,10.884831333763836,0
5545,701031031,701031033,71031,71033,Howard Springs,Koolpinyah,31.928608518676480,0
5546,701031031,701031034,71031,71034,Howard Springs,Virginia,6.704579541948872,0
5547,701031031,701041038,71031,71038,Howard Springs,Durack - Marlow Lagoon,3.634999596714508,0
5548,701031031,701041041,71031,71041,Howard Springs,Palmerston - North,3.815147722513657,0
5549,701031031,701041042,71031,71042,Howard Springs,Palmerston - South,2.161870408454519,0
5550,701031032,701031033,71032,71033,Humpty Doo,Koolpinyah,14.785358492828653,0
5551,701031032,701031034,71032,71034,Humpty Doo,Virginia,11.071693121656621,0
5552,701031032,701031035,71032,71035,Humpty Doo,Weddell,31.331139082898748,0
5553,701031033,701031035,71033,71035,Koolpinyah,Weddell,42.531072102013802,0
5554,701031033,702031057,71033,71057,Koolpinyah,Alligator,71.137983777611012,0
5555,701031034,701031035,71034,71035,Virginia,Weddell,14.418973524831912,0
5556,701031034,701041042,71034,71042,Virginia,Palmerston - South,8.050199975003439,0
5557,701031035,701041042,71035,71042,Weddell,Palmerston - South,3.912003832999589,0
5558,701031035,702031057,71035,71057,Weddell,Alligator,128.366164305617220,0
5559,701041036,701041039,71036,71039,Bakewell,Gray,0.349780050574582,0
5560,701041036,701041041,71036,71041,Bakewell,Palmerston - North,1.496889445827772,0
5561,701041036,701041042,71036,71042,Bakewell,Palmerston - South,1.209255546763367,0
5562,701041036,701041043,71036,71043,Bakewell,Rosebery - Bellamack,1.487153349991713,0
5563,701041036,701041044,71036,71044,Bakewell,Woodroffe,0.349068170335776,0
5564,701041037,701041038,71037,71038,Driver,Durack - Marlow Lagoon,2.863478934299096,0
5565,701041037,701041039,71037,71039,Driver,Gray,1.711068423795067,0
5566,701041037,701041040,71037,71040,Driver,Moulden,0.753287405425643,0
5567,701041037,701041041,71037,71041,Driver,Palmerston - North,0.846821276419007,0
5568,701041037,701041044,71037,71044,Driver,Woodroffe,0.227613537301089,0
5569,701041038,701041040,71038,71040,Durack - Marlow Lagoon,Moulden,0.919439380586057,0
5570,701041038,701041041,71038,71041,Durack - Marlow Lagoon,Palmerston - North,1.846035353990278,0
5571,701041038,701041042,71038,71042,Durack - Marlow Lagoon,Palmerston - South,3.822431317816382,0
5572,701041039,701041041,71039,71041,Gray,Palmerston - North,1.557732918334282,0
5573,701041039,701041044,71039,71044,Gray,Woodroffe,1.315219671072911,0
5574,701041040,701041042,71040,71042,Moulden,Palmerston - South,1.797061101934546,0
5575,701041040,701041043,71040,71043,Moulden,Rosebery - Bellamack,0.864924931689335,0
5576,701041040,701041044,71040,71044,Moulden,Woodroffe,1.889486346132184,0
5577,701041041,701041042,71041,71042,Palmerston - North,Palmerston - South,1.945031668018796,0
5578,701041042,701041043,71042,71043,Palmerston - South,Rosebery - Bellamack,4.029240497121003,0
5579,701041043,701041044,71043,71044,Rosebery - Bellamack,Woodroffe,1.379571829804747,0
5580,702011045,702011046,71045,71046,Charles,East Side,5.559268091734808,0
5581,702011045,702011047,71045,71047,Charles,Flynn (NT),1.120298410145696,0
5582,702011045,702011048,71045,71048,Charles,Larapinta,11.042549015124322,0
5583,702011045,702011049,71045,71049,Charles,Mount Johns,1.627520066167994,0
5584,702011046,702011048,71046,71048,East Side,Larapinta,2.500345904787518,0
5585,702011046,702011049,71046,71049,East Side,Mount Johns,7.920030911142140,0
5586,702011046,702011052,71046,71052,East Side,Sandover - Plenty,7.428678620993042,0
5587,702011047,702011048,71047,71048,Flynn (NT),Larapinta,8.450220460344625,0
5588,702011047,702011049,71047,71049,Flynn (NT),Mount Johns,2.828137596998819,0
5589,702011047,702011051,71047,71051,Flynn (NT),Ross,6.581715913823386,0
5590,702011047,702011052,71047,71052,Flynn (NT),Sandover - Plenty,3.215553524008391,0
5591,702011048,702011052,71048,71052,Larapinta,Sandover - Plenty,23.146747308794957,0
5592,702011049,702011051,71049,71051,Mount Johns,Ross,8.457064677440194,0
5593,702011049,702011052,71049,71052,Mount Johns,Sandover - Plenty,3.019850839866300,0
5594,702011050,702011052,71050,71052,Petermann - Simpson,Sandover - Plenty,799.493218937022900,0
5595,702011050,702011053,71050,71053,Petermann - Simpson,Tanami,495.732008965036870,0
5596,702011051,702011052,71051,71052,Ross,Sandover - Plenty,61.019836031765706,0
5597,702011052,702011053,71052,71053,Sandover - Plenty,Tanami,165.158479960345370,0
5598,702011052,702011054,71052,71054,Sandover - Plenty,Yuendumu - Anmatjere,382.275424975627630,0
5599,702011052,702021055,71052,71055,Sandover - Plenty,Barkly,532.820903164575040,0
5600,702011053,702011054,71053,71054,Tanami,Yuendumu - Anmatjere,1037.929348663467400,0
5601,702011053,702021055,71053,71055,Tanami,Barkly,279.976174145327090,0
5602,702011053,702051068,71053,71068,Tanami,Victoria River,425.537259285479370,0
5603,702011054,702021055,71054,71055,Yuendumu - Anmatjere,Barkly,466.376826145785630,0
5604,702021055,702021056,71055,71056,Barkly,Tennant Creek,29.293099998765417,0
5605,702021055,702051065,71055,71065,Barkly,Elsey,325.270895536734600,0
5606,702021055,702051066,71055,71066,Barkly,Gulf,608.561131955557700,0
5607,702021055,702051068,71055,71068,Barkly,Victoria River,297.679862614635280,0
5608,702031057,702031058,71057,71058,Alligator,Daly,380.681993699592230,0
5609,702031057,702031061,71057,71061,Alligator,West Arnhem,169.909952728619290,0
5610,702031057,702051065,71057,71065,Alligator,Elsey,162.076705611218160,0
5611,702031058,702031059,71058,71059,Daly,Thamarrurr,161.220536125745890,0
5612,702031058,702051065,71058,71065,Daly,Elsey,93.671164585710230,0
5613,702031058,702051067,71058,71067,Daly,Katherine,93.137316548445312,0
5614,702031058,702051068,71058,71068,Daly,Victoria River,258.294216087502380,0
5615,702031061,702041063,71061,71063,West Arnhem,East Arnhem,164.158209721796910,0
5616,702031061,702051065,71061,71065,West Arnhem,Elsey,232.452473648219950,0
5617,702041063,702041064,71063,71064,East Arnhem,Nhulunbuy,14.528876100178568,0
5618,702041063,702051065,71063,71065,East Arnhem,Elsey,111.014725200000440,0
5619,702041063,702051066,71063,71066,East Arnhem,Gulf,201.491566882953520,0
5620,702051065,702051066,71065,71066,Elsey,Gulf,575.669611391789540,0
5621,702051065,702051067,71065,71067,Elsey,Katherine,255.357256176467080,0
5622,702051065,702051068,71065,71068,Elsey,Victoria River,210.187637578461480,0
5623,702051067,702051068,71067,71068,Katherine,Victoria River,90.678212698723115,0
5624,801011001,801011002,81001,81002,Aranda,Belconnen,0.000000000000000,1
5625,801011001,801011003,81001,81003,Aranda,Bruce,1.691768487361555,0
5626,801011001,801011005,81001,81005,Aranda,Cook,1.121240627316736,0
5627,801011001,801011020,81001,81020,Aranda,Macquarie,0.374384245402136,0
5628,801011001,801011111,81001,81111,Aranda,Molonglo Corridor,1.387283043049341,0
5629,801011001,801051058,81001,81058,Aranda,O'Connor (ACT),0.000000000000000,1
5630,801011001,801051123,81001,81123,Aranda,Black Mountain,0.978022065424081,0
5631,801011002,801011003,81002,81003,Belconnen,Bruce,2.548493751368781,0
5632,801011002,801011007,81002,81007,Belconnen,Evatt,0.911020778264586,0
5633,801011002,801011008,81002,81008,Belconnen,Florey,1.695919402262504,0
5634,801011002,801011018,81002,81018,Belconnen,Lawson,0.917406397048245,0
5635,801011002,801011020,81002,81020,Belconnen,Macquarie,2.307010871160613,0
5636,801011002,801011021,81002,81021,Belconnen,McKellar,0.543053235941556,0
5637,801011002,801011023,81002,81023,Belconnen,Page,0.899862336081566,0
5638,801011002,801011026,81002,81026,Belconnen,Weetangera,0.000000000000000,1
5639,801011003,801011016,81003,81016,Bruce,Kaleen,2.678579723972598,0
5640,801011003,801011018,81003,81018,Bruce,Lawson,1.383965027552750,0
5641,801011003,801011020,81003,81020,Bruce,Macquarie,0.000000000000000,1
5642,801011003,801051057,81003,81057,Bruce,Lyneham,0.000000000000000,1
5643,801011003,801051058,81003,81058,Bruce,O'Connor (ACT),3.389281186309982,0
5644,801011003,801051123,81003,81123,Bruce,Black Mountain,0.000000000000000,1
5645,801011004,801011006,81004,81006,Charnwood,Dunlop,1.741691831998727,0
5646,801011004,801011009,81004,81009,Charnwood,Flynn (ACT),2.178367930103169,0
5647,801011004,801011010,81004,81010,Charnwood,Fraser,1.123977247714278,0
5648,801011004,801011017,81004,81017,Charnwood,Latham,0.791987288209089,0
5649,801011004,801011019,81004,81019,Charnwood,Macgregor (ACT),0.476103408141125,0
5650,801011005,801011020,81005,81020,Cook,Macquarie,2.371561541705265,0
5651,801011005,801011026,81005,81026,Cook,Weetangera,0.000000000000000,1
5652,801011005,801011111,81005,81111,Cook,Molonglo Corridor,3.263096259122301,0
5653,801011006,801011010,81006,81010,Dunlop,Fraser,1.257210858196058,0
5654,801011006,801011012,81006,81012,Dunlop,Gooromon,1.543689838320341,0
5655,801011006,801011019,81006,81019,Dunlop,Macgregor (ACT),2.336607584106090,0
5656,801011006,801011112,81006,81112,Dunlop,West Belconnen,0.750719323583207,0
5657,801011007,801011008,81007,81008,Evatt,Florey,0.951641768417669,0
5658,801011007,801011012,81007,81012,Evatt,Gooromon,1.527311755005159,0
5659,801011007,801011021,81007,81021,Evatt,McKellar,2.613530186824378,0
5660,801011007,801011022,81007,81022,Evatt,Melba,2.034675201272395,0
5661,801011007,801011025,81007,81025,Evatt,Spence,1.558592994066611,0
5662,801011008,801011009,81008,81009,Florey,Flynn (ACT),0.000000000000000,1
5663,801011008,801011014,81008,81014,Florey,Higgins,0.000000000000000,1
5664,801011008,801011017,81008,81017,Florey,Latham,1.482510874456791,0
5665,801011008,801011022,81008,81022,Florey,Melba,1.237367304359579,0
5666,801011008,801011023,81008,81023,Florey,Page,1.152016320597992,0
5667,801011008,801011024,81008,81024,Florey,Scullin,1.595958154294172,0
